,Hong_Kong_Residents_Arrival,Hong_Kong_Residents_Departure,Mainland_Visitors_Arrival,Mainland_Visitors_Departure,Other_Visitors_Arrival,Other_Visitors_Departure,Total_Arrival,Total_Departure
2021-04-17,"1,503","1,508",123,99,12,21,"1,638","1,628"
2021-04-18,"2,139","1,726",143,102,18,45,"2,300","1,873"
2021-04-19,"1,024","1,425",92,74,15,18,"1,131","1,517"
2021-04-20,"1,403","1,860",131,151,18,44,"1,552","2,055"
2021-04-21,"1,749","1,386",99,115,23,16,"1,871","1,517"
2021-04-22,"1,356","1,421",95,82,15,35,"1,466","1,538"
2021-04-23,"1,612","1,826",71,109,35,86,"1,718","2,021"
2021-04-24,"1,245","1,365",118,105,19,18,"1,382","1,488"
2021-04-25,"1,854","1,549",141,99,36,27,"2,031","1,675"
2021-04-26,924,"1,453",77,83,16,31,"1,017","1,567"
2021-04-27,"1,209","1,593",82,107,14,39,"1,305","1,739"
2021-04-28,"1,532","1,445",92,80,14,24,"1,638","1,549"
2021-04-29,"1,819","1,469",146,130,20,40,"1,985","1,639"
2021-04-30,"2,328","2,206",97,96,27,34,"2,452","2,336"
2021-05-01,"1,395","1,991",100,106,12,16,"1,507","2,113"
2021-05-02,"1,930","1,802",127,90,28,38,"2,085","1,930"
2021-05-03,965,"1,254",71,73,14,25,"1,050","1,352"
2021-05-04,972,"1,764",74,88,22,21,"1,068","1,873"
2021-05-05,"1,312","1,467",64,101,12,25,"1,388","1,593"
2021-05-06,"1,006","1,899",94,113,12,24,"1,112","2,036"
2021-05-07,"1,708","1,939",103,170,40,68,"1,851","2,177"
2021-05-08,"1,598","1,985",106,101,11,17,"1,715","2,103"
2021-05-09,"1,879","1,684",96,107,75,48,"2,050","1,839"
2021-05-10,"1,316","1,812",65,96,46,31,"1,427","1,939"
2021-05-11,"1,215","1,889",58,157,22,34,"1,295","2,080"
2021-05-12,"1,582","1,748",132,175,24,12,"1,738","1,935"
2021-05-13,"1,215","1,789",68,103,18,30,"1,301","1,922"
2021-05-14,"1,640","2,059",105,109,40,49,"1,785","2,217"
2021-05-15,"1,930","2,294",163,158,27,34,"2,120","2,486"
2021-05-16,"1,909","2,033",168,129,24,72,"2,101","2,234"
2021-05-17,"1,104","1,659",202,113,14,73,"1,320","1,845"
2021-05-18,"1,256","2,244",170,202,24,85,"1,450","2,531"
2021-05-19,"1,851","1,647",119,145,27,32,"1,997","1,824"
2021-05-20,"1,470","1,814",104,105,64,62,"1,638","1,981"
2021-05-21,"1,846","1,898",114,126,13,27,"1,973","2,051"
2021-05-22,"2,036","1,902",152,113,10,24,"2,198","2,039"
2021-05-23,"1,648","1,586",144,90,21,35,"1,813","1,711"
2021-05-24,"1,379","1,389",88,79,9,23,"1,476","1,491"
2021-05-25,"1,574","1,947",119,130,4,50,"1,697","2,127"
2021-05-26,"1,990","1,515",129,109,30,49,"2,149","1,673"
2021-05-27,"1,260","1,683",147,97,49,86,"1,456","1,866"
2021-05-28,"2,276","1,951",147,115,27,39,"2,450","2,105"
2021-05-29,"1,978","1,784",139,128,18,20,"2,135","1,932"
2021-05-30,"2,015","1,898",137,116,29,58,"2,181","2,072"
2021-05-31,"1,473","1,838",85,91,8,36,"1,566","1,965"
2021-06-01,"1,410","2,685",144,129,23,62,"1,577","2,876"
2021-06-02,"1,949","1,636",107,125,29,26,"2,085","1,787"
2021-06-03,"1,443","2,167",154,164,18,27,"1,615","2,358"
2021-06-04,"1,684","1,903",111,142,17,33,"1,812","2,078"
2021-06-05,"1,870","1,833",166,147,17,27,"2,053","2,007"
2021-06-06,"1,873","1,702",322,131,29,33,"2,224","1,866"
2021-06-07,"1,149","1,467",98,87,9,25,"1,256","1,579"
2021-06-08,"1,486","1,697",125,117,6,39,"1,617","1,853"
2021-06-09,"1,639","1,440",109,122,20,15,"1,768","1,577"
2021-06-10,"1,464","2,135",135,160,30,33,"1,629","2,328"
2021-06-11,"1,868","2,353",138,125,12,48,"2,018","2,526"
2021-06-12,"1,570","2,032",331,231,10,23,"1,911","2,286"
2021-06-13,"1,783","1,789",182,106,15,35,"1,980","1,930"
2021-06-14,905,"1,187",75,74,10,22,990,"1,283"
2021-06-15,"1,341","2,004",87,120,10,41,"1,438","2,165"
2021-06-16,"1,650","1,590",101,145,16,25,"1,767","1,760"
2021-06-17,"1,351","2,194",104,85,19,35,"1,474","2,314"
2021-06-18,"1,674","2,460",113,142,26,29,"1,813","2,631"
2021-06-19,"1,756","2,413",162,126,15,27,"1,933","2,566"
2021-06-20,"2,522","2,006",156,353,34,28,"2,712","2,387"
2021-06-21,"1,460","1,573",85,162,18,15,"1,563","1,750"
2021-06-22,"1,563","1,863",153,151,20,37,"1,736","2,051"
2021-06-23,"1,653","1,515",145,122,34,42,"1,832","1,679"
2021-06-24,"1,337","2,183",110,123,21,31,"1,468","2,337"
2021-06-25,"1,799","2,587",106,166,21,45,"1,926","2,798"
2021-06-26,"1,689","2,394",151,197,31,38,"1,871","2,629"
2021-06-27,"2,176","2,086",149,152,14,19,"2,339","2,257"
2021-06-28,"1,418","1,819",110,89,12,40,"1,540","1,948"
2021-06-29,"1,872","2,327",143,140,22,35,"2,037","2,502"
2021-06-30,"3,000","2,453",140,169,24,36,"3,164","2,658"
2021-07-01,"1,640","2,720",151,164,27,38,"1,818","2,922"
2021-07-02,"1,663","2,816",166,129,19,40,"1,848","2,985"
2021-07-03,"1,558","2,283",168,204,25,27,"1,751","2,514"
2021-07-04,"1,995","2,559",212,188,22,42,"2,229","2,789"
2021-07-05,"1,722","2,351",147,162,7,17,"1,876","2,530"
2021-07-06,"1,782","2,672",141,143,12,21,"1,935","2,836"
2021-07-07,"1,760","2,269",180,199,16,18,"1,956","2,486"
2021-07-08,"1,560","2,789",145,225,16,35,"1,721","3,049"
2021-07-09,"1,905","3,159",168,252,25,31,"2,098","3,442"
2021-07-10,"1,876","3,172",198,246,13,20,"2,087","3,438"
2021-07-11,"2,769","3,285",231,223,28,33,"3,028","3,541"
2021-07-12,"2,039","3,042",144,195,10,19,"2,193","3,256"
2021-07-13,"2,056","3,531",175,308,28,26,"2,259","3,865"
2021-07-14,"2,057","3,403",183,334,26,21,"2,266","3,758"
2021-07-15,"2,338","4,238",212,306,34,23,"2,584","4,567"
2021-07-16,"2,182","4,182",207,344,23,39,"2,412","4,565"
2021-07-17,"1,764","3,953",178,268,22,26,"1,964","4,247"
2021-07-18,"2,821","4,178",218,274,33,34,"3,072","4,486"
2021-07-19,"1,479","3,247",141,275,18,28,"1,638","3,550"
2021-07-20,"2,134","3,373",123,273,21,28,"2,278","3,674"
2021-07-21,"1,857","3,261",134,315,28,16,"2,019","3,592"
2021-07-22,"1,551","3,537",153,254,20,32,"1,724","3,823"
2021-07-23,"2,180","3,498",169,206,32,32,"2,381","3,736"
2021-07-24,"1,743","2,858",147,173,25,29,"1,915","3,060"
2021-07-25,"2,729","3,019",177,161,25,29,"2,931","3,209"
2021-07-26,"1,336","2,427",110,152,14,12,"1,460","2,591"
2021-07-27,"2,329","2,803",130,155,22,18,"2,481","2,976"
2021-07-28,"1,934","2,574",122,150,19,25,"2,075","2,749"
